id,review,type_review,platform,date,language,views,votes,score,split
TheSnitchfather,"meh 6/10,I just never saw the hype, got the game back in May 2013 for PS3, got the remaster couple months ago early 2020 and still don't get it. Graphically, it was amazing, but the whole interactive movies style of video game just doesn't appeal to me, had the same issue from Uncharted 3, if not even the 2nd.,Story was good, but none special.",expanded,ps3,2020-09-09,English,1,1,6,train
Tamashi42,"great game, a story of hope and love in the bleak setting of a zombie apocalypse.",expanded,ps3,2020-09-05,English,0,0,10,train
luaanzero,"The last of us é o meu jogo favoritos porque eu criei muita afetividade pelos personagens, a Ellie e o Joel são extremamente carismaticos e isso contribuiu muito para que se tornasse o meu jogo favorito, completei esse jogo cerca de 6 ou 7 vezes e nunca me canso da historia.",expanded,ps3,2020-09-05,Portuguese,0,0,10,train
Slashthought,"After playing this for 6th time, the more and more I realize how unreachable its narrative and characters are. There is so much of rich connection between story aspects; Joel losing his daughter, whom we will understand he loved more than enything, on the first day it all started, by hands of a soldier, this is enough to show how brutal this could become. And the, finding another meaning, another daughter, this time he has the chance to save her, but he will doom the mankind not yo loose her. What's more real than that.",normal,ps3,2020-09-04,English,0,0,10,test
Tw1x097,"Игра ставшая настоящей классикой, не знаю что добавить к тысячам обзоров/эссе/анализов. Игру уже давно полностью разобрали и объяснили почему она так хороша. Скажу только, что этот опыт, лучше пережить самому, не смотрите прохождения или игро-фильмы, поиграйте лучше сами, создав личный опыт.",normal,ps3,2020-09-04,Russian,0,0,10,train
LL66,"Nothing to say about Tlou, one of the best game of all time, certainly the best game of the 7th generation",expanded,ps3,2020-09-03,English,0,0,10,train
lessacebola,"Esse jogo revolucionou a indústria de games, principalmente os jogos de história. Acho que as cutscenes poderiam ser um pouco mais completas, elas me parecem curtas. Os gráficos são bem bonitos pra um jogo de 2013 e a narrativa é uma das melhores que já vi.",expanded,ps3,2020-09-02,Portuguese,0,0,9,train
Zero25,Это лучшая сюжетная игра в которую мне довелось поиграть! Хороший баланс геймплея и истории. Эталон и ориентир для создателей игр.,expanded,ps3,2020-09-01,Russian,0,0,10,train
Chiya,A delicious PS3 game and heck even maybe one of my favourite Play Station games in general.,expanded,ps3,2020-08-30,English,0,0,10,train
sheep255174,"лучшая игра выходившая на ps3 , Если вы не играли то пройдите",expanded,ps3,2020-08-28,Russian,0,0,10,train
BernardoUPoud,"Overrated like almost all Sony exclusives... Realistically it's a 8.5/9 in 10.,But probably one of the best ps3 games.. good story.. An incredibly emotional game.,,Studio have done an good job.",expanded,ps3,2020-08-26,English,1,0,1,test
chikenfrench,"В начале думала что эта игра для девочек подростков, которые любят всякие мыльные оперы. Я ошибалась. Революционный в свое время геймплей, который не дает наскучить. Суперский сюжет, который покорил мое сердечко и персонажи, которые были придуманы Нилом явно не ""для галочки"". Графика, сейчас не так впечатляет, но в совем 2013 это было прям ахуеть.,,Каждый уважающий себя человек должен поиграть в это. Не советую смотреть прохождения, ведь это совсем не те ощущения!",normal,ps3,2020-08-25,Russian,0,0,10,test
EmreGuner,"It is a great game, a legendary game with its story, gameplay and music, but it is not the BEST game ever.",expanded,ps3,2020-08-20,English,0,0,9,test
yingiz,"Masterpiece. Great Story, Great characters, please more. A great atmosphere and realy cool monsters",expanded,ps3,2020-08-16,English,0,0,9,train
AlexvaderII,"The Last of Us es el juego por el cual muchos compraron su ps3 y ps4, tiene una historia tan emotiva y uno de los mejores finales que haya visto en mi vida, si ha eso le sumamos el carisma que tienen los personajes principales y una jugabilidad que roza lo perfecto tenemos el juego que definió una generación, y con esto me quedo corto en expresar lo mucho que me encanta este juego.",expanded,ps3,2020-08-13,Spanish,0,0,10,train
NovikovIgor,"Плохой сюжет, лгбт лоббисты постарались. Первую часть отделите от второй, а вторую забудьте как страшный сон. Мне не дали варианта, или лейсби, или поражение",normal,ps3,2020-08-13,Russian,1,0,1,train
PS3boy,"This game is a MASTERPIECE!!! Quite possibly the best game I've ever played if not then top 3 for sure! The story is amazing, the gameplay is great imo, graphics are beautiful. This is the first game to make me cry!!! I'm seven yrs late to playing this which is embarrassing, but it holds up extremely well. Voice acting is great too, only bad thing ive experienced was a glitch or two but not common. This game absolutely deserves a 10 out of 10 and then some.",normal,ps3,2020-08-11,English,0,0,10,test
rezo_21,====================IIIIIIIIII GAME RANK : 9.00 IIIIIIIIII====================NP,expanded,ps3,2020-08-11,English,0,0,9,train
JvMM,"Esse jogo é simplesmente uma obra de arte, ele retrata um mundo pós apocalíptico muito bem, e te coloca no lugar de um personagem que precisa fazer escolhas difíceis para sobreviver e também proteger aqueles que ama. RECOMENDO MUITO ESSE GAME.",expanded,ps3,2020-08-07,Portuguese,0,0,10,train
Aloyy,"Best ps3 game hands down. Has been my favorite for years. Great storytelling, advanced graphics, straightforward mechanics, just lovely intense emotional stuff",expanded,ps3,2020-08-07,English,0,0,5,train
MrGrubby,"A very well designed game from the characters, hostiles and environments. An emotional story with good character arcs and great game-play to go along with it.",expanded,ps3,2020-08-06,English,0,0,9,test
Dan1227,"Immaculate game! The story is amazing, and you'll love the characters in a way that has never happened before.",expanded,ps3,2020-08-05,English,0,0,10,train
PJ19,"Excellent graphics, Characters and plot. One of The Best videogames i've ever played",expanded,ps3,2020-08-04,English,0,0,10,train
mrfruiterer92,Great story. Good gameplay. Good graphics. Characters are lovable. A little repetitive in game mechanics.,expanded,ps3,2020-08-04,English,0,0,8,train
ThebigbossCE,"Best game ever. Amazing graphics, gameplay, and story.,Even the multiplayer is amazing. I have nothing to say, this game will forever be the best.",expanded,ps3,2020-08-03,English,0,0,10,train
albertacosta228,"What can I say? This game is not a game as it is a narrative journey. An immersive emotional pilgrimage. The gameplay is repetitive and unimportant. This game is about characters, its about people and the human condition. This game is an essential must-play.",expanded,ps3,2020-08-03,English,0,0,9,train
kezzyhko,‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍,expanded,ps3,2020-08-03,Not identified,0,0,8,train
Ranjit,A Ture Masterpiece . Full with pain and emotion . Made Cry . Must Play . Suggest to everyone.,expanded,ps3,2020-08-02,English,0,0,10,train
Isaiah_T_30,"BEST PS3 EXCLUSIVE GAME EVER!!! Naughty Dog you've out done yourselves, the graphics 'til this day still looks beautiful, the story is heart wrenching and at the same time terrifying. Soundtrack is underrated, soundtrack fits in this game so well. One of the greatest game of all time",expanded,ps3,2020-08-01,English,0,0,10,train
newench,"A masterpiece, that breaks the self imposed barriers of gaming narrative and ensnares the player with intelligent gameplay and brilliant A.I. Anyone wanting to tackle the same themes will have to be compared to Naughty Dog's work in the future, and it won't be pretty.",expanded,ps3,2020-07-31,English,1,1,10,train
ProjektAlice_77,"Definitiv das Beste Spiel das ich jemals gespielt habe.,Emotionale Story und Super Gameplay ähnlich wie die Uncharted Reihe.",expanded,ps3,2020-07-31,German,0,0,10,train
kokylaenk,"As a game, The Last of Us will occasionally falter. Imperfect underwater mechanics and careless friendly AI that insists on blocking your path or causing unnecessary firefights can irk, but they are very minor niggles and should be treated as such. Because as an experience, The Last of Us is powerful, emotionally draining and absolutely one of the finest games of this generation.",expanded,ps3,2020-07-31,English,0,0,10,train
xareeai,"The Last of Us is a really different game, mixing traditional adventure, survival, action, stealth and constant exploration. The resources are most important. The best graphics on PlayStation 3 are back in the hands of Naughty Dog, also the atmosphere, and two unrepeatable and unforgettable characters. Overwhelming.",expanded,ps3,2020-07-31,English,0,0,10,train
Makredy,"The best game of the theme ""parenting"". One of the best I'M Play. I really love this game.",expanded,ps3,2020-07-31,English,0,0,10,train
